Name,Age,Email,Phone,Discipline,Highest Qualification,Work Experience,Research Works
Tejas Roy,32,naiduchatresh@example.net,1628288189,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,7 years at Indian Meteorological Department,Climate Modeling; Meteorology; Environmental Science
Jason Nadig,42,somanyauvani@example.net,5769753541,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,6 years at Hindustan Aeronautics Limited,Aerodynamics; Aircraft Design; Aerospace Propulsion
Charan Nagi,38,odubey@example.net,+915694266654,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,3 years at a leading telecommunications company,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Zaid Batra,68,wshankar@example.net,+917803606151,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,8 years at DRDO,Control Systems; Instrumentation and Measurement; Process Automation
Ikbal Sanghvi,31,georgebadal@example.com,1447385273,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,5 years at DRDO in cryptography,Mathematical Modelling; Cryptography; Applied Statistics
Kavya Ramaswamy,50,bghosh@example.org,00526036303,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,3 years at NTPC,Power Electronics; Renewable Energy Systems; Smart Grids
Utkarsh Dhaliwal,65,dasekapad@example.net,03970809794,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,5 years at Bharat Heavy Electricals Limited,Control Systems; Instrumentation and Measurement; Process Automation
Manan Ramachandran,70,dadayamini@example.com,0733115333,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,3 years at a leading telecommunications company,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Tanay Bhargava,41,hraghavan@example.org,07288582004,Mechanical Engineering,PhD in Mechanical Engineering; Master's Degree in Mechatronics,8 years at DRDO,Thermodynamics; Mechanical Design Optimization; Robotics and Automation
Nisha Som,49,qabilvenkatesh@example.org,02246815457,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,5 years at TCS,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Yashvi Pandey,34,bishakha35@example.com,6544517739,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,7 years at DRDO in cognitive psychology research,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Yuvraj Anand,42,vrajagopal@example.net,0780798965,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,5 years at Bharat Heavy Electricals Limited,Control Systems; Instrumentation and Measurement; Process Automation
Chakrika Ramesh,66,sameshbhagat@example.org,+912467233054,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,7 years at DRDO,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Om Dutt,48,buchijaya@example.com,7754345910,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,5 years at DRDO in climate modeling,Climate Modeling; Meteorology; Environmental Science
Banjeet Keer,49,jasmit46@example.org,06081208028,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,4 years at DRDO in AI and cybersecurity,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Frado Ravel,59,kamdarneel@example.com,+918293400954,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,7 years at DRDO,Nanomaterials; Composite Materials; Metallurgy
Suhani Prakash,59,aahana98@example.net,6002802911,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,5 years in pharmaceutical research,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
Ronith Borah,53,yastisandal@example.org,3324312322,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,5 years at Siemens,Power Electronics; Renewable Energy Systems; Smart Grids
Kevin Bhardwaj,60,ranbir99@example.com,04365684652,Mechanical Engineering,PhD in Mechanical Engineering; Master's Degree in Mechatronics,4 years at Hindustan Aeronautics Limited,Thermodynamics; Mechanical Design Optimization; Robotics and Automation
Ekiya Narayanan,46,anikashanker@example.org,06101478461,Physical Oceanography,PhD in Physical Oceanography; Master's Degree in Marine Science,5 years at DRDO in oceanography research,Ocean Currents; Marine Ecosystems; Coastal Engineering
Priya Mani,42,buchunnati@example.com,2050656152,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,4 years in environmental consulting,Climate Modeling; Meteorology; Environmental Science
Yuvraj Ray,35,patilnilima@example.net,+913979842708,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,4 years in data science,Mathematical Modelling; Cryptography; Applied Statistics
Isha Prabhu,44,balendra61@example.net,+914432354703,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,4 years in the glass industry,Ceramic Materials; High-Temperature Materials; Glass Science
Jagat Kata,68,yatintata@example.com,09170922366,Mechanical Engineering,PhD in Mechanical Engineering; Master's Degree in Mechatronics,4 years at Hindustan Aeronautics Limited,Thermodynamics; Mechanical Design Optimization; Robotics and Automation
Naksh Dixit,70,dewancharan@example.org,03790333075,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,4 years in environmental consulting,Climate Modeling; Meteorology; Environmental Science
Ekantika Malhotra,60,farasrandhawa@example.org,+918222581377,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,4 years as a clinical psychologist,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Jalsa Mangal,68,lsahni@example.org,0484283279,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,6 years at Hindustan Aeronautics Limited,Aerodynamics; Aircraft Design; Aerospace Propulsion
Vivaan Reddy,64,ayush47@example.org,00361960740,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,7 years at DRDO in cognitive psychology research,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Ladli Mammen,46,bluthra@example.org,03634644320,Mechanical Engineering,PhD in Mechanical Engineering; Master's Degree in Mechatronics,4 years at Hindustan Aeronautics Limited,Thermodynamics; Mechanical Design Optimization; Robotics and Automation
Kashish Sagar,50,yash81@example.com,01040661632,Geology,PhD in Geology; Master's Degree in Applied Geology,5 years at ONGC,Petroleum Geology; Mineralogy; Geotechnical Engineering
Vamakshi Saha,32,devikaupadhyay@example.org,7979826431,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,7 years at DRDO,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Manthan Chauhan,47,mahika53@example.net,04195449302,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,6 years as a professor in IIT,Mathematical Modelling; Cryptography; Applied Statistics
Sara Gill,40,sarinlopa@example.net,04467407867,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,10 years at DRDO,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Ria Saini,42,shenoyyauvani@example.net,4297607678,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,8 years at DRDO,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
Anika Sami,70,biswaskritika@example.net,03995561473,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,5 years at a leading ceramics manufacturer,Ceramic Materials; High-Temperature Materials; Glass Science
Bhavna Kannan,36,sarnanathan@example.com,01578462833,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,5 years at a leading ceramics manufacturer,Ceramic Materials; High-Temperature Materials; Glass Science
Ronith Sidhu,35,lpatla@example.org,03175720345,Physics,PhD in Physics; Master's Degree in Applied Physics,4 years in nanotechnology research,Solid State Physics; Quantum Mechanics; Nanotechnology
Jairaj Prakash,45,bhattacharyyaaashi@example.org,+916168861155,Physical Oceanography,PhD in Physical Oceanography; Master's Degree in Marine Science,8 years at National Institute of Oceanography,Ocean Currents; Marine Ecosystems; Coastal Engineering
Dalbir Hora,53,gabaowen@example.com,03937997712,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,4 years as a clinical psychologist,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Raagini Bhandari,32,pwalia@example.org,+910876948005,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,4 years at Maruti Suzuki,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Kashish Om,69,horareyansh@example.com,6337575080,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,9 years at DRDO,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Yatan Sunder,63,aroraqasim@example.org,+910080747251,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,7 years at DRDO,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Zilmil Rao,36,onibarad@example.com,07003089977,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,5 years at Siemens,Power Electronics; Renewable Energy Systems; Smart Grids
Shravya Shah,41,chavvisom@example.org,0945968490,Physics,PhD in Physics; Master's Degree in Applied Physics,4 years in nanotechnology research,Solid State Physics; Quantum Mechanics; Nanotechnology
Wriddhish Amble,65,danithomas@example.net,+912106001195,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,7 years at DRDO,Aerodynamics; Aircraft Design; Aerospace Propulsion
Ekapad Sahota,65,chadradha@example.com,04395316867,Geology,PhD in Geology; Master's Degree in Applied Geology,4 years at DRDO in geotechnical engineering,Petroleum Geology; Mineralogy; Geotechnical Engineering
Shivansh Dara,64,rsibal@example.com,01381960790,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,9 years at DRDO,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Teerth Dua,69,kumeranya@example.net,09653992810,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,6 years as a professor in IIT,Mathematical Modelling; Cryptography; Applied Statistics
Zaid Sastry,34,darika44@example.org,+911123535751,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,3 years at a leading telecommunications company,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Aayush Desai,53,dhingraridhi@example.com,+912731048035,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,3 years at Boeing,Aerodynamics; Aircraft Design; Aerospace Propulsion
Pranav Aurora,58,shravya48@example.org,+911381043449,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,4 years in environmental consulting,Climate Modeling; Meteorology; Environmental Science
Ikbal Issac,53,simon93@example.org,01695960950,Mechanical Engineering,PhD in Mechanical Engineering; Master's Degree in Mechatronics,4 years at Hindustan Aeronautics Limited,Thermodynamics; Mechanical Design Optimization; Robotics and Automation
Ridhi Babu,66,lakshsharma@example.com,+911967756448,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,5 years at Bharat Heavy Electricals Limited,Control Systems; Instrumentation and Measurement; Process Automation
Kritika Sur,41,fdoshi@example.org,+911787241079,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,7 years at DRDO,Aerodynamics; Aircraft Design; Aerospace Propulsion
Amol Nanda,56,oakjagdish@example.net,1465077313,Mechanical Engineering,PhD in Mechanical Engineering; Master's Degree in Mechatronics,8 years at DRDO,Thermodynamics; Mechanical Design Optimization; Robotics and Automation
Mitesh Buch,51,urmi16@example.net,+912018664657,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,4 years at Reliance Industries,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Aditya Kothari,69,kakarnisha@example.org,04536440498,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,6 years at Hindustan Aeronautics Limited,Aerodynamics; Aircraft Design; Aerospace Propulsion
Darsh Kalla,34,vsarkar@example.org,+911617976741,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,4 years at DRDO in AI and cybersecurity,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Kavya Madan,68,charankeer@example.net,04825878141,Mechanical Engineering,PhD in Mechanical Engineering; Master's Degree in Mechatronics,8 years at DRDO,Thermodynamics; Mechanical Design Optimization; Robotics and Automation
Triya Devan,44,ytara@example.org,7081518870,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,4 years at Indian Oil Corporation,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Vaishnavi Vasa,65,bhavya77@example.org,1086759383,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,4 years as a clinical psychologist,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
